content;Labels
Ovo sekarang sering error dalam melakukan tranfer ke antar rekening, semoga diperbaiki lagi;Negative
Saya sudah premium tapi kenapa tidak bisa transfer? keterangan Tidak berhasil, Saat ini transaksi anda tidak dapat diproses, silakan mencoba kembali. Saya sudah coba berkali-kali tapi tetap Tidak berhasil. Ini sangat merugikan karena sudah premium tidak bisa transfer;Negative
Aplikasi nya ringan, mudah digunakan. Minimal top up juga terjangkau. Semoga kedepannya lebih baik lagi.;Positive
Keluh kesan ini gimana akun saya diblokir sementara security code udah bener di anggap salah udah 3x ttp sama... Awalnya aman sekarang jadi petakan ancur saldo saya... Klo gini.. Tolong segera di tindak lanjut..ðŸ˜­ðŸ˜­;Negative
Kalau bisa tuk pembayaran tinggal klik n masuk sadi langsung cus.biar ga ter lalu ribed..;Positive
Sangat mudah dan g ribet semoga kedepannya lancar terus gda gangguan aminn;Positive
Bintang 3 aja soalnya di upgrade ke premium gk bsa2 bapukkkðŸ™ƒ;Neutral
Tolong lebih ditingkat kan lagi , gak sekali dua kali saya bertransaksi yg gagal , tidak ada perubahan aplikasi tidak amanah, mengecewakan , dana sayabkepending nyangkut berhari hari , rugi rugii rugiiiiiiiiii;Negative
Aplikasinya bagus namun suka bugg saja jika sinyal tidak stabil. Tingkatkan lg kualitasnya karena di sebelah ada aplikasi yg menawarkan transfer 10x bebas biaya;Positive
Admin nya mahal gak bisa untuk bisnis.. Skrng ada promo d alfamart belanja 100rb chasback 20rb tapi pas udah belanja kuota abis.. Harusnya kasih ktrangan dong quota trbatas ini mah engga . Langsung uninstal aja dah ribet;Negative
"aplikasi yang sangat"" kurang bagus .. transfer duit gak masuk"" dan pusat bantuannya sangat"" kurang responsif";Negative
Untuk apk rumayan bagus aman dll. Namun untuk mentod top up mengunakan pulsa Telkomsel tambahin dong;Positive
Kenapa aplikasi ovo nya tidak bisa dibuka kalau pakek kuota internet. Tpi kalau pakek wifi bisa..sebelumnya bisa pakek kuota, lancar..tpi knapa sekarang tidak bisa..saya gak bisa pakek kalau lagi diluar.. â˜¹ï¸;Negative
Ovo ini aplikasi yang bagus, bot nya juga ramah, bisa jadi temen waktu senggang. Tapi lebih bagus di uninstall;Negative
Topup lewat indo byr gk kya apk biru sebelah gratis,lewat mbanking kena potongan pula sering di update bknya makin baik eh makin bikin kesel,udh ovo primer balik lg ovo biasa krna di update jdinya hrus upgrade lg ðŸ˜’ribet;Negative
Sangat simpel dan mudah di pahami, dan juga mudah dalam bertransaksi;Positive
Waktu daftar salah memasukan nama pake _ waktu mau login selalu muncul _ sehingga gak bisa login, minta utk reset susah... padahal sudah isi saldo, aplikasi dancok......;Negative
sy ksih 4 bintang dulu , klo boleh usul k depannya di buat perbankkan sistem ( ATM ) agar lebih mudah transaksi menabung Dll ..;Positive
Bagus banget gampang dan simple;Positive
Mending jagan lah pake ovo banyak kendala nya, sering error, customer nya jg tdk bisa melayani. Biaya admin nya jg lumayan. Cukup tau aja apl ini ribet;Negative
Susah banget pake aplikasinya, gak user friendly. Uang saya ketelen di ovo, mau ambil lagi, ga bisa, harus upgrade dulu ke ovo premiere. Udah gitu, saldonya ga bisa dipake lagi, dialihin ke ovo, tapi balik lagi ke tunai. Ga jelas banget.;Negative
Ga bisa login ovo padahal sinyal bagus, tolong diperbaiki lagi;Negative
Veryfikasi email gak masuk masuk..sudah dicoba berkali kali tidak masuk..kecewa;Negative
Top up di INDOMARET dikenakan charge 1500, di aplikasi 1500. Sekali topup kena biaya 3000, ente kalikan aja berapa ribu pengguna. Ini kasir INDOMARET nya yang bermain ? Atau aplikasi ovo nya yang tidak membenahi sistem topup nya melalui merchant retail? Kalau ada bintang 0, boleh deh saya kasih bintang 0 .;Negative
3 tahun pake ovo, awalÂ²nya lancar, biaya transaksi mahal, trus transfer belum masuk tapi saldo udah kepotong, nunggu 2 hari ngga ada kabar, klik pusan bantuan eror;Negative
Kok gabisa masuk ke aplikasi ya?? udah versi terbaru juga eror, giliran udah masuk, eh mental. keluar lagi;Negative
Begitu download OVO ternyata ribet juga, buat transfer apa tarik harus upgrade dulu. Habis gitu nunggu lagi, Tolong bikin simpel aplikasinya dong. Apalagi udah foto KTP harusnya langsung aktif semua. Perbaiki sistem upgradenya. Jadikan langsung bisa pakai setelah download.;Negative
Mudah dan cepat dalam betransaksinya;Positive
Sangat baik , bisa digunakan di outlet terdekat hanya pakai qris , cuma belum dpt cashback padahal sering dikasih tau klo ada cashback;Positive
Mau masuk susah betul sih Login susah masuk. Sudah hapus cache . Sudah update terbaru juga . Masih aja susah masuk. Padahal keadaan darurat gini juga.. mohon di perbaiki lagi ini. Terima kasih;Negative
Mengapa setiap mau login ngk bisa pakai paket data seluler.. Sedangkan pakai wifi bisa. ðŸ‘ŽðŸ‘ŽðŸ‘Ž;Negative
Mudah....sangat mudah ,mw pembayaran yg menggunakan ovo jd lebih gampang.ðŸŒ¹;Positive
Jangan ngarepin promo cashback ovo poin, promo nya ga gasesuai ga dapet cashback nya , mending yg pasti diskon2 aja pakai pay2 lain.. kalau ovo buat bayar grab aja udah.. Chat bantuan juga ga bisa, ga ada klik tombolnya .. Sekarang emang menurun performa ovo..;Negative
Aplikasi apaan ini mau isi pulsa di saldo udah kepotong tapi pulsa ngga masuk udah gitu di histori nya ngga ada lagi apk gila;Negative
proses mudah dan praktis , sangat puas dan nyaman. dan yg paling penting dijamin aman ðŸ‘;Positive
Sering banget error' gak bisa transfer..IT lu gak beres;Negative
Aplikasi yg sangat bagus sekali...bisa dipakai sampai luar negri terus makin jaya buat ovo.tidak ribet membuat akun nya;Positive
Kalo setiap ada yg TF Ada potongan 1k mungkin wajar lah ya,tapi ni apk kebanyakan eror gak kyk apk e wallet lainnya;Negative
Kenapa aplikasi nya sering gangguan saya sekarang gabisa login sama sekli ke akun saya tolong perjelaskan;Negative
Meskipun ada biaya tambahan tapi oke sih cepat;Positive
aplikasi nya bagus sangat membantu tapi proses masuknya lama bgt pdhal sinyal oke, kuota oke;Negative
Woy developer cobalah di perbaiki , ini gue stack di kode scurity teruss ... Udh lama nunggu stack di situ!!!;Negative
Awalnya sich bgs dan berfungsi dengan baik tpi sekarang di buka aja gk mau. Sering eror, klo mmg krna sinyal tp aplikasi yg lain sja BS di akses sdgkn ovo susah bgt untuk loginx.;Negative
Pusat bantuan nya gak jelas, nonaktifkan ke aplikasi tiktok aja gak bisa!! Gak tau masuk ke akun mana ovo nya;Negative
Kenapa diupdate jadi tambah repot sih...., kok malah harus daftar ulang..., kasih no verifikasi ulang2;Negative
Nggak bisa login, minta update google play service padahal udah versi terbaru, sampah banget nggak bisa ngapa2in. Update: Udah update google play service ke versi terbaru, masih tetap nggak bisa login, disuruh update google play service kocak;Negative
Sangat mudah, banyak promo di tsel ada, indomart ada, bareksa ada;Positive
sampai saat ini tak pernah ada kendala bertransaksi melalui ovo tingkatkan terus aplikasi ini;Positive
Semoga lebih dipermudah lagi semoga top up diamond tidak ribet seperti dan delay masuk aplikasi Oppo nya jgn terlalu lama;Positive
developr, saya udah jual invest saya kok belum masuk di ovo cashnya. udah semingguan aku tungguin kok belum masuk. tolong di perbaiki lagi;Negative
Gatau kenapa pasca update aplikasi susah di buka, lemot banget, padahal sinyal kencang, aku buka aplikasi e-wallet yg lain cepat.;Negative
Promo cash back utk token PLN diinfokan sdh habis setelah dipesan. Seharusnya sebelum pesan sdh diinfokan habis. Tidak baik PHP. Agar menjadi perhatian buat info promo. Tks;Negative
Saran, mending pakai LinkAja. Ga ush donwload ni apk, ni apk super slow respon dan banyak masalahnya. Sekian.;Negative
Lebih mudah bertransaksi,, tp mohon maaf kemarin waktu transaksi pake ovo ada cashback tp smpe skrang gak masukÂ²ðŸ˜;Positive
Ini kenpa ya saya sudah mau tarik tunai di toko 100rb tapi masih dalam proses udh 35mnt. Yang lucu nya lagi saldo saya yang tadinya 303.00 jadi 203.00. Tolong dong, gmna sih aplikasi. Udah kepotong saldo tapi belum masuk ke toko nya, kocak;Negative
Makasih banyak atas CS nya yg sabar meladeni saya dan atas arahannya yg sabar(verifikasi biometriknya agak nyebelin) . Good job buat kalian! Akhirnya bisa primier jugaðŸ˜‚ðŸ’ª;Positive
pernah mau top up via bank mandiri tp gak bisa;Positive
Apk kadang gak bisa dibuka harus di restart HP nya dulu baru bisa, pengiriman juga sering tertunda.;Negative
Status berhasil tetapi pihak penerima belom terima dana nya.... ewallet dompet digital apaan ini...tutup aja!!!!! System'nya minta update terus tapi ga berfungsi dengan baik... tolong di tutup aja lah...;Negative
Aplikasi yg bagus,sangat membantu,,cuma CS nya agak lambat merespon,,;Positive
Ini kenapa ovo abis update ga bisa log in,, pin eror???? Parah,, bagaimana saya bisa transaksi???;Negative
Saya transfer ke pengguna ovo lain dengan QR code saldo sudah keluar,, tetapi tidak masuk ke penerima,,, sudah menghubungi ovo center tapi jawaban tidak memuaskan,, dan tidak bisa memproses kendala saya ini;Negative
Saya mengalami kendala transfer belum masuk ke rekening tujuan padahal keterangan berhasil , dan sudah konfirmasi ke pihak ovo , pihak ove sigap menangani dan tidak slow respon jdi tidak khawatir menggunakan ovo .;Negative
Males banget ada minimal top up makin kesini makin mahal pelit sama promoN udh gitu susah banget lagi mau ganti no TLP nya dibikin ribet!;Negative
Antarmukanya ciamik, teknologinya canggih. Top dah;Positive
Kecewa lama sekali pratinjau menjadi akun primer ny.. Padahal saya sudah deposit .. Nyesel download ..parah.. Pengen yg transfer uang gak bisa di transfer gara2 Mash pemeriksaan daftar frofil Tolong itu uang deposit harus nya boleh di transfer ataupun diambil lagi karena itu uang sendiri gak mesti hrs nunggu dulu ACC akun primer;Negative
Masih proses belajar daftar aku sendiri dulu,belum tau hasilnya gimana nanti saya tambah lagi kalau bagus atau ok,;Positive
Banyak promo yang membohongi pengguna.. saya melakukan pembayaran tagihan memakai ovo.. saat akan dilakukan pembayaran terdapat voucher cashback yang akan didapatkan.. jelas2 voucher itu bisa dipakai.. setelah berhasil dilakukan pembayaran ada notifikasi klo voucher telah habis... klo memang voucher telah habis seharusnya saat sebelum dilakukan pembayaaran voucher tsb tidak bisa digunakan.. bukan setelah dilakukan pembayaran baru ada pemberitahuan itu. tau gini pakai aplikasi lain.kapok klo gini;Negative
Sangat bagus digunakan, membantu dalam usaha. Terus di kembangkan lagi dengan fitur-fitur yang terbaru. Terima kasih...;Positive
Update mulu Nmbahin no rek bank ke favorit di menu transfer gak bsa2 ..;Negative
Aplikasi ini mangkin lama mangkin geda aja pemakaian penyimpanan... Padah di dalam aplikasi itu2 saja.. 60mb sekarang hampir 100mb gak ada yg spesial juga di dalam aplikasi. Lama2 minta uninstall juga ni apk...;Negative
Sering UPDATE ,malah jadi error,Aplikasi ini bagus tidak lelet;Negative
Mantap, transaksinya gampang dan sangat membantu;Positive
Selama ini tidak ada kendala menggunakan OVO, transfer mudah dan top up jg mudah;Positive
cukup 1 saja karena lemot buat transaksi...delaynya lama...;Negative
Kenapa ya Aplikasi OVO dari kemaren saya login ngak bisa bisa pake hp saya yg lama padahal ketika saya coba mengunakan hp lain/ baru bisa masok tolong dong solusinya;Negative
Aplikasi yang sangat memudahkan dan gampang.;Positive
Makin parah ya, ga bisa login, lambat lelet dan gak berfungsi.. Tolong dong, tolong di bagusin lagi apl nya, masak iya gak bisa login padahal kuota banyak dan aplikasi lain bisa lancar... Makin di up kok makin susah ya login ya;Negative
Aplikasi ini memudahkan saya untuk melakukan transaksi digital, jadi aplikasi unggulan bagi saya sebagai tabungn digital say. Sangat bermanfaat;Positive
Aplikasi parah. Akun saya tiba2 diblokir. Minta akses buka mbuled. Padahal ada saldo saya lumayan banyak disana, mau saya pindah. Semoga bangkrut kalau duit saya gk balik2. Padahal dulu sering bgt belanja di hypermart pake ovo. Sekarang gak mau lagi. Kapoookk;Negative
Saran saya sih kalo habis top up di usahaakan jangan ada potongan gimana mau banyak peminat sedangkan setiap top up terpotong 1.500 mungkin bagi orang yang kaya atau orang kalangan atas gak berarti' tapi bagi kalangan bawah segitu sangat berarti;Neutral
Aplikasi bagus, hanya saja saya mau upgrade ke ovo prime gak bisa karna foto pada ktp saya agak buram, mungkin ada cara lain;Positive
Aplikasi mudah, biaya transfer murah mantappðŸ©·;Positive
Untuk saat ini oke oke aja . Maless nya terlalu sering minta update. Bikin hape lemot. Tiap mau pake update terus. Entah berapa kali ini minta update. Setelah di update yah gtu2 doank. Gada perubahan.;Negative
Rekomendasi banget sih ini aplikasi nya simpel tapi pasti dan gak ribet. Untuk kalian butuh dompet digital bisa nih di OVO di jamin gak nyesel, akupun udah daftar kalo gak percaya coba ajah â˜ï¸ðŸ˜;Positive
"Tolong dong in ko gak bisa di buka yh lelet banget jaringan baru tapi disitu lowdinnggnya lama banget terus tiba"" disuruh coba lagi dn nunggu beberapa saat lagi";Negative
Penyelesaian terlalu lama dalam top up.kenapa harus lama menunggu 2 hari dalam penyelesaian top up yang sudah di top up tapi saldo tidak bertambah;Negative
Jangan download apk ini nyesell!! Udh lama pake apk ini tapi sering kali eror transfer sesama apk ini aja gak bisa terus!! Baru tak top up eh malah di blokir gak bisa dibuka;Negative
Ga jelas..abis update malah ga bisa transfer...eror terus;Negative
Sangat puas karena cepat dan mudah pembayaran..;Positive
Ovo sangat bagus, bisa bayar semuanya, tingkatkan terus ðŸ™;Positive
Ada perubahan lebih baik,begitu juga kedepannya ,bersaing harga miring pasti ramai,transfer geratis makin ramai juga;Positive
Aplikasi kurang bagus login di persulit,, untung nga ada duit di dlm,,, nyesal pake ovo;Negative
Baru buka aplikasi langsung muncul keterangan data tidak sesuai... padahal data semua sama.. aplikasi ga jelas.. tolong hapus semua data 2 saya yang sudah masuk;Negative
Gimana sih OVO. Mau upgrade ke premium aja bermasalah mulu. Foto KTP dan muka sudah jelas dan mengikuti arahan yang ada tapi gagal mulu. Malesin;Negative
Buruk parah... Berkali2 Upgrade ovo premium tidak pernah disetujuiii, padahal dari data dukcapil juga sudah ok, apalagi coba...;Negative
Jujur aku seneng banget pake apk ovo, ,tapi makin lama aplikasinya lelet dan suka nutup sendiri. . .biaya trf ke bank lumayan banget. .semoga ovo sukses dan tolong untuk kedepannya sistem ovo diperbaiki;Neutral
Gagal memuat konten terus,kayaknya mending pindah dompet digital lain aja kalo gini.;Negative
Di apk dana mudah mudah saja...mau upgrade ke premium nya Susah di Selfi nya terus gagal...ribet juga nih apk...;Negative
Problem utama saya berulang ulang Selfi foto diri saya tidak bisa di konfirmasi karena foto saya berbeda , iya iyalah itu foto KTP 3thn yg lalu kalau di suruh Selfi otomatis fotonya beda sama rambutnya. Minus;Negative
Sangat di sayangkan aplikasinya bagus, akan tetapi pembaruan terus yang menjadikan memori hp tidak cukup, pada akhirnya nanti bye ovo, wkwkw;Negative
Mempermudah transaksi Kalau bisa utk top up maxim driver dll juga bisa;Positive
ribet, ga kaya aplikasi sebelah upgrade premium udah jelas masih gagal, mana kadang eror gajelas;Negative
Harusnya tambahin opsi total pendapatan atau pemasukan dalam format hari, minggu dan bulan biar lebih mudah...;Neutral
Aplikasi ini cukup membantu tapi kelemahan nya masih di batasi untuk transfer ke no yg sama Tolong di tingkatkan lagi biar transaksi lebih lancar;Negative
Saya mau transaksi tiba2 apl keluar sendiri dan sekarang malah gak bisa login dari semalam cuma muter2 aja;Negative
Sabar ya upgrade akun ovo premier mu lagi di verifikasi........?????? Top up saldo bisa,,!digunakan ga biasa.?nunggu upgrade premier lama susah...!!! Ga dapat notifikasi berhasil atau tidaknya sudah hampir 2x24 jam..??? Nyesel gua top up duluan..!!!! Saran buat yang mau punya dompet/ewallet Lebih baik pakai apk tetangga yang lebih responsif kepada pelanggannya...!?? Mau tak ambil lagi saldonya ke rekening gua ga bisa harus nunggu... Upgrade ke akun premier...?? Susah amat ngambil,uang2 saya.;Negative
Bermanfaat, prktis dan semoga terus dijaga keamanannya.;Positive
bagus sih..cashback juga poinnya banyak .sukses trus ya ovo .sering sering cashback buat transaksi apapun;Positive
Duit transfer di potong ..tapi duit kagak masuk. Aplikasi korup.. proses secepat nya balikin duit nya. Keamanan nya taik. Secepat nya di proses;Negative
kecewa dengan pelayanannya, top up lama. sering delay, nunggu 1Ã—24 jam;Negative
Aplikasi Yang Lancar dan memudahkan dalam Transaksi Keuangan.;Positive
Trimakasih banyak OPO jd gampang banget transaksi nya;Positive
biaya transaksinya mahal banget beda sama e wallet lain, transfer ke sesama ovo aja bisa sampe 2.500 pajak nya hedehh;Negative
Sangat membantu untuk transaksi apapun mantap pokoknya ðŸ‘;Positive
Kenapa apk nya tibaÂ² gabisa dibuka, udah di upgrade sampe di install ulang lagi;Negative
Kecewa sama apk ovo masa belum ada 2 bulan udah di suruh pembaruan terus tidak di pembaruan tidak bisa di gunakan payah;Negative
Mudah,gampang, cepat, bisa tarik tunai di indomaret, ngapain ke atm lagi harus antri, banyak promo,aplikasi tidak pernah ada kendala ,selalu lancar;Positive
Mau upgrade ke premium gagal verifikasi data trus, gajelas jadinya, buruk sekali, diulang berkali-kali masih tidak bisa;Negative
Di aplikasi lain dipotong pajak kalau transfer itupun hanya di tempat transfernya. Eh disini malah di potong pajak di apk nya, walaupun pas transfer udah bayar. Jadi bayar pajak 2Ã— lah hahaa lawak ya;Negative
Sering ada kendala Tidak dapat digunakan untuk transfer dan selalu gagal;Negative
sayang top up masih ada biaya.. dibandingkan dgn aplikasi lainnya;Positive
Aplikasinya bisa buat bayar apa aja jadi gak perlu bawa uang cash.. bisa buat bayar parkir juga;Neutral
Kalo bukan karna akun grab males bgt download aplikasi ini, masa TF 47k 1minggu gk masuk2 udah laporan ini itu ujung2nya disuruh nunggu tanpa jawaban yg memuaskan!!!;Negative
Saya jadi males menggunakan OVO ini tdk seperti aplikasi lain nya yg sangat membantu dengan segala kendala nya,klo di OVO sangat mengecewakan dan pelayanan nya sangat parah dan jelek.terimalasih;Negative
Aplikasi sebelum diperbaharui Udah tf lancar ajah, pas diperbaharui mau tf tau2 lag orang tf ke bank syariah indonesia malah bug ke bank danamon Gk jelas malah nunggu 2 hari baru masuk ett dah, duit butuh woy;Negative
OVO saya ternyata banyak kepotong untuk LAPAKGAMINGCOM..padahal saya tidak punya game apapun..gimana ini??kl kepotong terus bahaya dong..oya Unipin juga mengambil ovo saya...meski ngga seberapa tapi menurut saya itu sangat bahaya;Positive
Sangat mudah menggunakan hanya top up saja terkadang sulit;Positive
Aku pengguna ovo udah ckup lama, plislah jangan mnta update terus AkhirÂ² ini udah bbrapa kali mnta update, pdhal sebelum dan sesudah update jga gaada bedanya;Negative
Maaf saya kasih bintang 1 dulu , setiap aaya mau tarik selalu muncul tulisan upgrade padahal , susah berkali kali saya meupgrade tapi saya coba lagi masih aja sama;Negative
Saya kasih 1 bintang dulu.karena sudah seminggu,upgred ke ovo premier gagal terus pas foto selfie.padahal sudah pas posisi wajah dan pencahayaan.data diri juga komplit alias cocok.giliran ke foto selfie gagal terus. Tolong dong lebih diperbaiki lagi;Negative
Makin lama makin ga efisien keuntungan pakai aplikasi ini;Negative
Katanya bayar tagihan pln dapet ovo point..ini ud bayar malah ovo pint ny ga dapet..serirbu alasan...malah customer di salahin..katanya gak nge klik iklan yg ad promo nya..biasa nya juga tanpa klik otomatis dpt karena masih dalam tgl promo yg di tentukan..ribet bet bet;Negative
semakin bagus aplikasinya, transaksi tak ada kendala;Positive
Saya beri bintang lima karena kesulitan yg saya alami cepat ditanggapi dan mendapat solusi. Tetaplah membuat yg terbagi bagi pengguna.;Positive
Aplikasi sangat bagus, tapi sayang gak bisa tarik tunai di indomaret;Positive
Lelet banget. Udah pakai WiFi padahal. Mana lagi mau perlu ambil di dalamnya. Haddeh;Negative
pembayaran jd semakin mudah dan cepat;Positive
Mantap sangatlah membantu utk pembayaran apapun juga;Positive
Aplikasi sampahh woyyy, ngelag error keluar sendiri dan banyak lagiiii;Negative
Buat scan sky parking mobil, kadang kedetek. Tp kadang engga. Wkwkwk;Positive
Sudah bagus tapi sejauh ini saya mengalami 2 bug. Tapi gapapa, semoga kedepannya lebih baik lagi..;Neutral
Halo ovo, ini gimana ya ,ko setelah update malah ga ada menu transfer nya?;Positive
Update nya banyak banget sebulan bisa berapa kali kadang kalo di pke buru buru suka harus update dulu;Negative
Data udah masuk semua tapi gak bisa!!!Â¡;Negative
Mau cancel pengiriman ribet amat Minta surat pernyataan pake materai 10rb Udah diupload disuruh ulang pake format jpeg Udah 1 minggu pengajuan msh jalan di tempat,via email lah via hp lah gada solusi Padahal nomor yg dituju jg udah ga aktif Agoda dulu pengajuan nya cepat,ga nyampe 24 jam uang udah kembali;Negative
Kalo sering eror bakal kalah sama apk sebelah yang lancar ,;Negative
Aplikasi e-wallet paling jelek di antara aplikasi pembayaran online sejenis. Gua pindah ke aplikasi e-wallet lain karena OVO sangat jelek;Negative
Terlalu sering update, dan saya mau ubah ke premium tapi malah di tolak dengan alasan foto ktp sama foto selfi tidak sama, plis deh foto ktp itu udah lama dan udah e ktp dan masa skrang pasti bnyak perubahan dong. Jelas itu ktp saya masa sya mau nipu. Tolong dong untuk devloper ny di tindak lanjuti kompalinan saya . Kle masih gk bisa mungkin akan di uninstal sja.;Negative
Terblokir karena limit salah tiga kali, gue agak lupa sandi keamanannya, karena lama ga di pake, sekalinya mau make malah di blokir, dan harus nunggu satu jam, padahal gue butuh app nya sekarang karena ada hal penting, masa iya harus nunggu satu jam? Ya akhirnya pindah ke app lain, makasih..;Negative
Payah saya TF dari aplikasi grab k ovo ...dari grab nya Uda di potong cek di ovo saldo g ada..sungguh mengecewakan sekali nih aplikasi ..customer service juga payah lelet lemot ..g guna;Negative
Aplikasi kurang bagus..loding lambat kaya pinguin jalan..;Negative
Susah kali yaa mau upgrade juga,masa iya nama kelurahan di tempat tinggal saya ga ada tetapi nama kota dan kecamatan nya ada,mau isi identitas juga kan ga bisa harus sesuai domisili di KTP mohon responya min,kalo seperti itu terus bagaimana saya bisa upgrade;Negative
Asalkan saldo ovo mencukupi, semua pembayaran kebutuhan bisa terselesaikan dengan mudahðŸ‘ðŸ‘ðŸ‘;Positive
Tidak bisa mengambil foto KTP.sdh di coba berulang kali...harus di perbaikin lagi.untuk menambah minat pelanggan.;Negative
Saya kecewa dengan ovo terlalu lama proses nya dan tidak ada bantuan dari aplikasi nya sendiri..;Negative
Transaksi nya gampang,klw bisa ada play leter nya biar tambah mantap;Positive
Sudah instal. Tapi mau masuk aja kaga bisa. Alasannya internet terputus. Pdhal internet ga ada masalah ðŸ¤£;Negative
Sangat mudah digunakan untuk semua transaksi;Positive
Ni ak ksh 5bintang.biar puas.tp pengguna sangt2 gak puas. 1.buat tf pg bs jelang 1jam buat tf ke ovo gak bsa. Sampai 10 no gak bsa 2.yg ak sesali lg buat top ap gem bsa tp buat tf ke ovo gak bsa 3.lbih kesal lg buat tf ke bank bsa tp ke sesama ovo gak bsa. Apa gak bikin kecewa kalau begini.lbh baik ovo gak usah dpakai msh bgs yg sebelah lbh bgs dr ovo;Negative
Sangat membantu dan mudah sekali, maju terus OVO;Positive
Mengapa menu transfer kita jalani, keluar harap Upgrade Ovo Premier, yg biasanya bisa transfer ke Rekening Bank, sekarang nggak bisa lagi.;Negative
Terimakasih sangat mudah dan gampang untuk membayar apa aja;Positive
Kenapa ya?? Saya ga bisa masuk ke akun ovo saya ganggu an kah? Soalnya loading mulu padahal jaringan full tolong dong perbaiki;Neutral
Ngak ribet.kedepan nya semakin di tingkat kan lagi;Positive
Notifikasi pembayaran terlalu cepat expired;Negative
Tolong dong untuk bagian security konfirmasi langsung muncul pop up keyboard ini sy kena freeze terus;Negative
Enak banget pake aplikasi ini daripada yg lain mah banyak bug nya, fee murah secepat kilat transfer atau terima uang jga makasih ovo, aplikasinya ringan juga Tambah puas ajha ini aplikasi;Positive
Aplikasi tidak bekerja dengan baik. Saya mau transfer uang ke bank sya di suru foto ktp,sudah di foto tapi tidak berhasil;Negative
Cepat, dan mudah. Ga bertele tele;Positive
Mohon diperbaiki untuk waktu pilih kontak nomor telefon untuk transfer saldo sering error;Negative
promo tidak jelas voucher setiap kali pakai pasti sudah habis sudah coba dari waktu reset tetap aja habis;Negative
Setiap jam siang ska tidak bisa d akses, tolong benerin bos, ganggu banget;Positive
Maksudnya apa ya tiba tiba ada transaksi di grab berhasil padahal saya ga transaksi apapun.. alhasil saldo ovo saya kepotong..;Negative
mantap, memudahkan transaksi... semoga tidak ada kebocoran data;Positive
harus selalu update, tiap buka update tiap buka update..;Positive
Aplikasi ini gimana bekerja kok masuknya masuk aplikasi selalu aja aplikasi ini bekerja Apa tidak Soalnya kalau aku sih mengetahui dulu tidak begitu karena Aplikasi ini sangat menyusahkan sekali jika masuk dengan Ovo link verifikasi kadaluarsa terus Aplikasi ini sangat jelek kalau nggak bekerja terus;Negative
Mengecewakan, uang saya hampir hilang karna aplikasi ini. Dan saya ngurusinnya ribet dan kehilngan banyak untuk uang pulsa!! Dan sekarang saya mau bayar lg eh malah ga bisa. Tolong diperbaiki segera agar kita sebagai pengguna ga takut buat menggunakan OVO;Negative
Udah upgrade beberapa kaLi, tetep aja gak bisa TF dan tarik tunai, mendingan pake dana gratis biaya TF gak ribet, nyeseL mana udah isi saLdo banyak gbsa TF;Negative
"Sejak di update kalau top up saldo ke ovo kena potongan. pemberitahuan nya untuk ""pembayaran ke bank CIMB niaga"" ,dulu kayaknya gak ada begitu kenapa sekarang ada ðŸ˜¥ hadehh makin lama makin aneh aja nih aplikasi tidak seperti apl dana & gopay";Negative
Sdh ada perubahan, tadinya untuk feature transfer agak sulit. Setelah konfirm transfer, lama baru bisa isi password/pin. Atau kendala nya ada di os gadget yg sdh agak jadul...;Positive
terjadi bug saat saya masuk ke akun saya,bukannya masuk ke akun,malah balik ke masukan nomer telepon;Neutral
Saya sangat senang pakai aplikasi OVO karena sangat membantu dalam transaksi keuangan. Saya lebih mudah dalam belanja. Terima kasih;Positive
Aku pengguna lama ovo, coba ada pitur paylater mungkin enak juga karena kadang aku perlu ngedadak dan harus isi saldi dulu kalau kurang, kalau ada payleter knnenak . Kaya gopay simple;Negative
Aplikasinya sih oke cuma sering error' tolong diperbaiki lagi pihak OVO supaya gak error terus temksh;Positive
Kalau bisa kasih aplikasi untuk penyimpanan nomor rekening atau nomor sesama ovo jadi biar mudah;Positive
Buat login aja GK bisa bisa ,sudah berapa kali coba ,malah disangka hp modifikasi,hp bawaan pabrikkan .. akses yang sulit;Negative
Tolong di perhatikan lagi dong apk nya,. Kenapa saat masuk ke apk nya data di hp saya ga jln jadi ga bisa login deh tolong developer di perbaiki lagi;Neutral
Transaksi mudah, cepat dan oke.;Positive
OVO Aplikasi pilihan buat anda yang suka sabar, soalnya nih aplikasi adalah tempat untuk melatih kesabaran anda, pembayaran semuanya tidak bisa, udah nanya di ignya malah ga di peduliin, mending cari aplikasi aja deh, cape banget deh;Negative
Makin keren dan mempermudah urusan transaksi digital....keep improve!!;Positive
Aplikasi jelek banget. Cuma mau login aja ga bisa-bisa. Padahal buat buka apk lain lancar;Negative
Saya Pengguna lama. Mohon maaf jika bintang nya hanya tiga, yang bikin saya kesel adalah ketika saya mau tarik saldo di Indomart itu selalu tidak bisa, lalu indomart yang seperti apa yang bisa tarik saldo ovo???;Negative
Cara ganti no gmna no lama uda hilang uda premium.. mau ganti no baru cuma di premiumin gk bisa lg;Positive
Proses upgrade nya susah banget, padahal sudah verifikasi wajah dan KTP dengan kualitas jernih. Mau validasi data ke dukcapil pakai berbagai metode juga ga bisa2. Auto uninstall masih lebih mudah pakai shopeepay;Negative
Mempermudah dalam pembayaran non cash. Juga bisa untuk berbagai pembayaran;Positive
Paya untuk upgrade data sistem selalu minta ulang melulu habis waktuku;Negative
